Family,Name,SMILES,Set,T (K),Exp. Viscosity (Pa.s),Pred. Viscosity (Pa.s),A,F,G,X1,X9,X10,X11,X13,X18,X20,Y1,Y2,Y5,Y14,Y15,Y17,Y23
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,308.1,0.00229,0.00227,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,310.9,0.00207,0.00215,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,313.1,0.00208,0.00207,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,318.1,0.0019,0.00189,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,323.1,0.00175,0.00174,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,328.1,0.0016,0.0016,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Test,333.1,0.00144,0.00148,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,338.1,0.00137,0.00138,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,343.1,0.00129,0.00128,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,348.1,0.00119,0.0012,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,353.1,0.00111,0.00112,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,358.1,0.00104,0.00105,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Test,363.1,0.00098,0.00099,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,368.1,0.00092,0.00093,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Test,372,0.00088,0.00088,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,373.1,0.00086,0.00087,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,378.1,0.00082,0.00082,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,383.1,0.00077,0.00078,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,388.1,0.00073,0.00074,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,393.1,0.00069,0.0007,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-nonylbenzene,CCCCCCCCCc1ccccc1,Training,398.1,0.00065,0.00066,204.4,1696.4,-16.9,15,0.72819473,0,2.273217,-4.056362,0.13533,20.253102,24,1,0,5,1,0,0
Aromatics,n-octadecylbenzene,CCCCCCCCCCCCCCCCCCc1ccccc1,Prediction,313.2,,0.00064,330.6,1125.8,-16.7,24,0.71157495,0,2.29637,-3.93938843,0.093756,28.173365,42,1,0,5,1,0,0
Aromatics,n-octylbenzene,CCCCCCCCc1ccccc1,Prediction,253.2,,0.00396,190.3,2519.1,-18.1,14,0.72616633,0,2.267826,-4.06887802,0.144163,19.419392,22,1,0,5,1,0,0
Aromatics,n-octylbenzene,CCCCCCCCc1ccccc1,Prediction,288.2,,0.00119,190.3,2519.1,-18.1,14,0.72616633,0,2.267826,-4.06887802,0.144163,19.419392,22,1,0,5,1,0,0
Aromatics,n-octylbenzene,CCCCCCCCc1ccccc1,Prediction,313.2,,0.00073,190.3,2519.1,-18.1,14,0.72616633,0,2.267826,-4.06887802,0.144163,19.419392,22,1,0,5,1,0,0
Aromatics,n-pentadecylbenzene,CCCCCCCCCCCCCCCc1ccccc1,Prediction,288.2,,0.12457,288.5,1384.5,-16.4,21,0.71176471,0,2.291522,-3.9789353,0.105668,25.83552,36,1,0,5,1,0,0
Aromatics,n-pentadecylbenzene,CCCCCCCCCCCCCCCc1ccccc1,Prediction,313.2,,0.02832,288.5,1384.5,-16.4,21,0.71176471,0,2.291522,-3.9789353,0.105668,25.83552,36,1,0,5,1,0,0
Aromatics,n-pentylbenzene,CCCCCc1ccccc1,Prediction,253.2,,0.21619,148.2,2248.3,-16.8,11,0.71428571,0,2.241065,-4.10610192,0.180803,17.149856,16,1,0,5,1,0,0
Aromatics,n-pentylbenzene,CCCCCc1ccccc1,Prediction,288.2,,0.02273,148.2,2248.3,-16.8,11,0.71428571,0,2.241065,-4.10610192,0.180803,17.149856,16,1,0,5,1,0,0
Aromatics,n-propylbenzene,CCCc1ccccc1,Prediction,253.2,,0.01533,120.2,1849.2,-16.2,9,0.70117647,0,2.201389,-4.12913398,0.216088,15.5325,12,1,0,5,1,0,0
Aromatics,n-tetradecylbenzene,CCCCCCCCCCCCCCc1ccccc1,Prediction,288.2,,11.28119,274.5,2227.1,-17.6,20,0.71176471,0,2.289479,-3.99114317,0.104889,24.667495,34,1,0,5,1,0,0
Aromatics,n-tetradecylbenzene,CCCCCCCCCCCCCCc1ccccc1,Prediction,313.2,,0.38991,274.5,2227.1,-17.6,20,0.71176471,0,2.289479,-3.99114317,0.104889,24.667495,34,1,0,5,1,0,0
Aromatics,n-tridecylbenzene,CCCCCCCCCCCCCc1ccccc1,Prediction,253.2,,3.14342,260.5,2476.8,-17.7,19,0.71372549,0,2.287148,-3.99934584,0.115617,23.93704,32,1,0,5,1,0,0
Aromatics,n-tridecylbenzene,CCCCCCCCCCCCCc1ccccc1,Prediction,288.2,,0.12875,260.5,2476.8,-17.7,19,0.71372549,0,2.287148,-3.99934584,0.115617,23.93704,32,1,0,5,1,0,0
Aromatics,n-tridecylbenzene,CCCCCCCCCCCCCc1ccccc1,Prediction,313.2,,0.03227,260.5,2476.8,-17.7,19,0.71372549,0,2.287148,-3.99934584,0.115617,23.93704,32,1,0,5,1,0,0
Aromatics,o-cymene,CC(C)c1ccccc1C,Prediction,253.2,,0.09545,134.2,1272,-15,10,0.58543417,0,6.611112,-4.79147634,0.195692,14.161178,14,3,0,4,2,0,0
Aromatics,o-cymene,CC(C)c1ccccc1C,Prediction,288.2,,0.01198,134.2,1272,-15,10,0.58543417,0,6.611112,-4.79147634,0.195692,14.161178,14,3,0,4,2,0,0
Aromatics,o-diethylbenzene,CCc1ccccc1CC,Prediction,253.2,,0.02618,134.2,1234.2,-15.2,10,0.69727891,0,4.405741,-4.90537394,0.184989,14.434149,14,2,0,4,2,0,0
Aromatics,o-diethylbenzene,CCc1ccccc1CC,Prediction,288.2,,0.00421,134.2,1234.2,-15.2,10,0.69727891,0,4.405741,-4.90537394,0.184989,14.434149,14,2,0,4,2,0,0
Aromatics,o-ethylstyrene,C=Cc1ccccc1CC,Prediction,253.2,,0.00441,132.2,1387.7,-15.8,10,0.69588551,0,2.155093,-3.87979018,0.281023,17.465886,12,1,1,4,2,0,0
Aromatics,o-ethyltoluene,CCc1ccccc1C,Prediction,253.2,,0.0025,120.2,1476.2,-16.7,9,0.69326923,0,4.334491,-4.91667056,0.222434,14.003753,12,2,0,4,2,0,0
Aromatics,o-methylstyrene,C=Cc1ccccc1C,Prediction,253.2,,0.02074,118.2,2355.6,-18.4,9,0.70068027,0,2.08037,-3.91222328,0.326034,17.264791,10,1,1,4,2,0,0
Aromatics,o-xylene,Cc1ccccc1C,Training,273.1,0.00799,0.00736,106.2,1379.9,-15.1,8,0.68671679,0,4.240741,-4.92959556,0.252032,13.476613,10,2,0,4,2,0,0
Aromatics,o-xylene,Cc1ccccc1C,Training,293.1,0.00417,0.00379,106.2,1379.9,-15.1,8,0.68671679,0,4.240741,-4.92959556,0.252032,13.476613,10,2,0,4,2,0,0
Aromatics,p-cymene,Cc1ccc(cc1)C(C)C,Prediction,253.2,,0.00256,134.2,1190.9,-15.9,10,0.57647059,0,6.541111,-5.09962341,0.181925,14.041806,14,3,0,4,2,0,0
Aromatics,p-cymene,Cc1ccc(cc1)C(C)C,Prediction,288.2,,0.00105,134.2,1190.9,-15.9,10,0.57647059,0,6.541111,-5.09962341,0.181925,14.041806,14,3,0,4,2,0,0
Aromatics,p-diethylbenzene,CCc1ccc(CC)cc1,Prediction,253.2,,0.00621,134.2,1784.4,-17.4,10,0.70588235,0,4.363001,-5.19265965,0.170881,14.076142,14,2,0,4,2,0,0
Aromatics,p-diethylbenzene,CCc1ccc(CC)cc1,Prediction,288.2,,0.00181,134.2,1784.4,-17.4,10,0.70588235,0,4.363001,-5.19265965,0.170881,14.076142,14,2,0,4,2,0,0
Aromatics,p-diisopropylbenzene,CC(C)c1ccc(cc1)C(C)C,Prediction,253.2,,0.06843,162.3,2069.5,-16.9,12,0.61176471,0,8.906274,-5.04888681,0.138799,14.455819,18,4,0,4,2,0,0
Aromatics,p-diisopropylbenzene,CC(C)c1ccc(cc1)C(C)C,Prediction,288.2,,0.01112,162.3,2069.5,-16.9,12,0.61176471,0,8.906274,-5.04888681,0.138799,14.455819,18,4,0,4,2,0,0
Aromatics,p-diisopropylbenzene,CC(C)c1ccc(cc1)C(C)C,Prediction,313.2,,0.0051,162.3,2069.5,-16.9,12,0.61176471,0,8.906274,-5.04888681,0.138799,14.455819,18,4,0,4,2,0,0
Aromatics,p-divinylbenzene,C=Cc1ccc(C=C)cc1,Prediction,253.2,,0.00405,130.2,1425.6,-16.5,10,0.7345679,0,0,-2.98036831,0.391104,21.175075,10,0,2,4,2,0,0
Aromatics,p-ethylstyrene,CCc1ccc(C=C)cc1,Prediction,253.2,,0.01555,132.2,1169,-13.8,10,0.67362637,0,2.155671,-4.04459325,0.280299,17.643704,12,1,1,4,2,0,0
Aromatics,p-ethyltoluene,CCc1ccc(C)cc1,Prediction,253.2,,0.10711,120.2,2191.4,-16.4,9,0.69176471,0,4.281852,-5.17219652,0.194405,13.644227,12,2,0,4,2,0,0
Aromatics,p-ethyltoluene,CCc1ccc(C)cc1,Training,283.1,0.0008,0.00088,120.2,2191.4,-16.4,9,0.69176471,0,4.281852,-5.17219652,0.194405,13.644227,12,2,0,4,2,0,0
Aromatics,p-ethyltoluene,CCc1ccc(C)cc1,Training,288.1,0.00075,0.00081,120.2,2191.4,-16.4,9,0.69176471,0,4.281852,-5.17219652,0.194405,13.644227,12,2,0,4,2,0,0
Aromatics,p-ethyltoluene,CCc1ccc(C)cc1,Test,293.1,0.0007,0.00075,120.2,2191.4,-16.4,9,0.69176471,0,4.281852,-5.17219652,0.194405,13.644227,12,2,0,4,2,0,0
Aromatics,p-isopropenylstyrene,C=Cc1ccc(cc1)C(=C)C,Prediction,253.2,,32.85041,144.2,4122,-20.3,11,0.69444444,0,2.002893,-2.87808811,0.357422,20.099392,12,1,2,4,2,0,0
Aromatics,p-isopropenylstyrene,C=Cc1ccc(cc1)C(=C)C,Prediction,288.2,,0.3463,144.2,4122,-20.3,11,0.69444444,0,2.002893,-2.87808811,0.357422,20.099392,12,1,2,4,2,0,0
Aromatics,p-methylstyrene,C=Cc1ccc(C)cc1,Prediction,253.2,,0.00174,118.2,1260.1,-16.2,9,0.67,0,2.076258,-4.02549593,0.312234,17.205644,10,1,1,4,2,0,0
Aromatics,p-tert-butyl ethylbenzene,CCc1ccc(cc1)C(C)(C)C,Prediction,253.2,,0.00186,162.3,1008.6,-15.2,12,0.6600346,0,8.918604,-4.99031085,0.152932,14.252247,18,4,0,4,2,0,0
Aromatics,p-tert-butylstyrene,C=Cc1ccc(cc1)C(C)(C)C,Prediction,253.2,,0.01992,160.3,1419.3,-16.7,12,0.6302521,0,6.654514,-3.79812686,0.24695,17.805764,16,3,1,4,2,0,0
Aromatics,p-tert-butylstyrene,C=Cc1ccc(cc1)C(C)(C)C,Prediction,288.2,,0.00453,160.3,1419.3,-16.7,12,0.6302521,0,6.654514,-3.79812686,0.24695,17.805764,16,3,1,4,2,0,0
Aromatics,p-tert-butylstyrene,C=Cc1ccc(cc1)C(C)(C)C,Prediction,313.2,,0.00235,160.3,1419.3,-16.7,12,0.6302521,0,6.654514,-3.79812686,0.24695,17.805764,16,3,1,4,2,0,0
Aromatics,pentamethylbenzene,Cc1cc(C)c(C)c(C)c1C,Prediction,253.2,,0.01163,148.2,1174.6,-16,11,0.71536797,0,10.932962,-7.741974,0.180912,11.824876,16,5,0,1,5,0,0
Aromatics,pentamethylbenzene,Cc1cc(C)c(C)c(C)c1C,Prediction,288.2,,0.00281,148.2,1174.6,-16,11,0.71536797,0,10.932962,-7.741974,0.180912,11.824876,16,5,0,1,5,0,0
Aromatics,pentamethylbenzene,Cc1cc(C)c(C)c(C)c1C,Prediction,313.2,,0.00151,148.2,1174.6,-16,11,0.71536797,0,10.932962,-7.741974,0.180912,11.824876,16,5,0,1,5,0,0
Aromatics,sec-butylbenzene,CCC(C)c1ccccc1,Prediction,253.2,,0.00478,134.2,2168.7,-17,10,0.63383459,0,4.479167,-4.04785805,0.182691,15.258063,14,2,0,5,1,0,0
Aromatics,sec-butylbenzene,CCC(C)c1ccccc1,Prediction,288.2,,0.00251,134.2,2168.7,-17,10,0.63383459,0,4.479167,-4.04785805,0.182691,15.258063,14,2,0,5,1,0,0
Aromatics,tert-butylbenzene,CC(C)(C)c1ccccc1,Prediction,253.2,,0.02162,134.2,2264.7,-18.2,10,0.64186851,0,6.673612,-3.900115,0.207321,14.78115,14,3,0,5,1,0,0
Aromatics,trans-1-propenylbenzene,C/C=C/c1ccccc1,Prediction,253.2,,0.00339,118.2,1809.1,-17.4,9,0.65608466,0,2.020833,-3.05322447,0.307888,17.097121,10,1,0,5,1,0,0
Aromatics,trans-2-phenylbutene-2,C/C=C(\C)/c1ccccc1,Prediction,253.2,,0.03979,132.2,1982.4,-16.7,10,0.66666667,0,4.178241,-2.94523686,0.266195,16.474373,12,2,0,5,1,0,0
Aromatics,trans-2-phenylbutene-2,C/C=C(\C)/c1ccccc1,Prediction,288.2,,0.00771,132.2,1982.4,-16.7,10,0.66666667,0,4.178241,-2.94523686,0.266195,16.474373,12,2,0,5,1,0,0
Aromatics (Oxygenates),1-phenyl-1-propanol,CCC(O)c1ccccc1,Prediction,253.2,,7.7334,136.2,1327.1,-14.5,10,0.60952381,9.32926,1.969907,-4.02040094,0.272698,27.830149,12,1,0,5,1,1,0
Aromatics (Oxygenates),1-phenyl-1-propanol,CCC(O)c1ccccc1,Prediction,288.2,,0.14487,136.2,1327.1,-14.5,10,0.60952381,9.32926,1.969907,-4.02040094,0.272698,27.830149,12,1,0,5,1,1,0
Aromatics (Oxygenates),1-phenyl-1-propanol,CCC(O)c1ccccc1,Prediction,313.2,,0.02557,136.2,1327.1,-14.5,10,0.60952381,9.32926,1.969907,-4.02040094,0.272698,27.830149,12,1,0,5,1,1,0
Aromatics (Oxygenates),1-phenyl-2-propanol,CC(O)Cc1ccccc1,Prediction,253.2,,0.42302,136.2,655.1,-13.5,10,0.6755102,9.005799,1.798611,-4.10983273,0.255202,27.112849,12,1,0,5,1,1,0
Aromatics (Oxygenates),1-phenyl-2-propanol,CC(O)Cc1ccccc1,Prediction,288.2,,0.02388,136.2,655.1,-13.5,10,0.6755102,9.005799,1.798611,-4.10983273,0.255202,27.112849,12,1,0,5,1,1,0
Aromatics (Oxygenates),1-phenyl-2-propanol,CC(O)Cc1ccccc1,Prediction,313.2,,0.00671,136.2,655.1,-13.5,10,0.6755102,9.005799,1.798611,-4.10983273,0.255202,27.112849,12,1,0,5,1,1,0
Aromatics (Oxygenates),2-phenyl-1-propanol,OCC(C)c1ccccc1,Prediction,313.2,,0.0907,136.2,3676,-19.3,10,0.60252101,8.788207,2.009259,-4.04486503,0.279077,31.825492,12,1,0,5,1,1,0
Aromatics (Oxygenates),2-phenyl-2-propanol,CC(C)(O)c1ccccc1,Prediction,253.2,,1.26232,136.2,2385.2,-17.3,10,0.61072664,9.488981,3.560185,-3.95131153,0.269296,24.93619,12,2,0,5,1,1,0
Aromatics (Oxygenates),2-phenyl-2-propanol,CC(C)(O)c1ccccc1,Prediction,288.2,,0.05389,136.2,2385.2,-17.3,10,0.61072664,9.488981,3.560185,-3.95131153,0.269296,24.93619,12,2,0,5,1,1,0
Aromatics (Oxygenates),2-phenyl-2-propanol,CC(C)(O)c1ccccc1,Prediction,313.2,,0.0127,136.2,2385.2,-17.3,10,0.61072664,9.488981,3.560185,-3.95131153,0.269296,24.93619,12,2,0,5,1,1,0
Aromatics (Oxygenates),2-phenylethanol,OCCc1ccccc1,Prediction,253.2,,0.69149,122.2,2816.7,-11.8,9,0.70470588,8.519688,0,-4.12509411,0.310517,33.764506,10,0,0,5,1,1,0
Aromatics (Oxygenates),2-phenylethanol,OCCc1ccccc1,Prediction,288.2,,0.0268,122.2,2816.7,-11.8,9,0.70470588,8.519688,0,-4.12509411,0.310517,33.764506,10,0,0,5,1,1,0
Aromatics (Oxygenates),2-phenylethanol,OCCc1ccccc1,Prediction,313.2,,0.00648,122.2,2816.7,-11.8,9,0.70470588,8.519688,0,-4.12509411,0.310517,33.764506,10,0,0,5,1,1,0
Aromatics (Oxygenates),"2,6-di-tert-butyl-p-cresol",Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Training,353.1,0.00303,0.0031,220.4,4647.6,-20.4,16,0.62287582,10.384491,14.884445,-5.92603018,0.124818,15.968214,24,7,0,2,4,1,0
Aromatics (Oxygenates),"2,6-di-tert-butyl-p-cresol",Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Training,373.1,0.00176,0.00184,220.4,4647.6,-20.4,16,0.62287582,10.384491,14.884445,-5.92603018,0.124818,15.968214,24,7,0,2,4,1,0
Aromatics (Oxygenates),"2,6-di-tert-butyl-p-cresol",Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Training,393.1,0.00127,0.00127,220.4,4647.6,-20.4,16,0.62287582,10.384491,14.884445,-5.92603018,0.124818,15.968214,24,7,0,2,4,1,0
Aromatics (Oxygenates),"2,6-di-tert-butyl-p-cresol",Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Test,398.1,0.00111,0.00118,220.4,4647.6,-20.4,16,0.62287582,10.384491,14.884445,-5.92603018,0.124818,15.968214,24,7,0,2,4,1,0
Aromatics (Oxygenates),"2,6-di-tert-butyl-p-cresol",Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Validation,423.1,0.00078,0.00089,220.4,4647.6,-20.4,16,0.62287582,10.384491,14.884445,-5.92603018,0.124818,15.968214,24,7,0,2,4,1,0
Aromatics (Oxygenates),"2,6-di-tert-butyl-p-cresol",Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Training,433.1,0.00074,0.00082,220.4,4647.6,-20.4,16,0.62287582,10.384491,14.884445,-5.92603018,0.124818,15.968214,24,7,0,2,4,1,0
Aromatics (Oxygenates),"2,6-di-tert-butyl-p-cresol",Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Test,448.1,0.00058,0.00073,220.4,4647.6,-20.4,16,0.62287582,10.384491,14.884445,-5.92603018,0.124818,15.968214,24,7,0,2,4,1,0
Aromatics (Oxygenates),3-phenyl-1-propanol,OCCCc1ccccc1,Prediction,253.2,,0.3733,136.2,2910.9,-17,10,0.70152505,8.527571,0,-4.15084912,0.262666,33.186021,12,0,0,5,1,1,0
Aromatics (Oxygenates),3-phenyl-1-propanol,OCCCc1ccccc1,Prediction,288.2,,0.02816,136.2,2910.9,-17,10,0.70152505,8.527571,0,-4.15084912,0.262666,33.186021,12,0,0,5,1,1,0
Aromatics (Oxygenates),3-phenyl-1-propanol,OCCCc1ccccc1,Validation,293.1,0.01967,0.02154,136.2,2910.9,-17,10,0.70152505,8.527571,0,-4.15084912,0.262666,33.186021,12,0,0,5,1,1,0
Aromatics (Oxygenates),3-phenyl-1-propanol,OCCCc1ccccc1,Training,298.1,0.0156,0.01679,136.2,2910.9,-17,10,0.70152505,8.527571,0,-4.15084912,0.262666,33.186021,12,0,0,5,1,1,0
Aromatics (Oxygenates),3-phenyl-1-propanol,OCCCc1ccccc1,Prediction,313.2,,0.00875,136.2,2910.9,-17,10,0.70152505,8.527571,0,-4.15084912,0.262666,33.186021,12,0,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Prediction,253.2,,0.17415,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Prediction,288.2,,0.01407,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Training,293,0.0109,0.0111,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Validation,293.1,0.01123,0.01102,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Test,298.1,0.00849,0.00879,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Training,313.1,0.00484,0.00485,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Validation,323.1,0.0034,0.00347,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Validation,333.1,0.00249,0.00257,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Training,353.1,0.00155,0.00156,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol,C[C@@H](O)c1ccccc1,Training,363.1,0.00123,0.00127,122.2,2929,-19.3,9,0.56313131,9.023704,1.759259,-4.08684925,0.289718,29.088139,10,1,0,5,1,1,0
Aromatics (Oxygenates),alpha-methylbenzyl alcohol formate,O=COC(C)c1ccccc1,Prediction,253.2,,1.29869,150.2,1164.7,-14.8,11,0.60840336,0,1.837037,-4.25165628,0.329693,35.491061,10,1,0,5,1,0,1
Aromatics (Oxygenates),alpha-methylbenzyl alcohol formate,O=COC(C)c1ccccc1,Prediction,288.2,,0.05439,150.2,1164.7,-14.8,11,0.60840336,0,1.837037,-4.25165628,0.329693,35.491061,10,1,0,5,1,0,1
Aromatics (Oxygenates),benzyl acetate,CC(=O)OCc1ccccc1,Prediction,288.2,,0.00259,150.2,1718.7,-16.8,11,0.64646465,0,1.405694,-4.40155154,0.290686,28.537796,10,1,0,5,1,0,1
Aromatics (Oxygenates),benzyl acetate,CC(=O)OCc1ccccc1,Prediction,313.2,,0.00168,150.2,1718.7,-16.8,11,0.64646465,0,1.405694,-4.40155154,0.290686,28.537796,10,1,0,5,1,0,1
Aromatics (Oxygenates),benzyl acetate,CC(=O)OCc1ccccc1,Training,318.1,0.0014,0.00156,150.2,1718.7,-16.8,11,0.64646465,0,1.405694,-4.40155154,0.290686,28.537796,10,1,0,5,1,0,1
Aromatics (Oxygenates),benzyl alcohol,OCc1ccccc1,Prediction,253.2,,0.27205,108.1,2722.6,-17,8,0.69053708,8.537593,0,-4.10944265,0.330488,31.402936,8,0,0,5,1,1,0
Aromatics (Oxygenates),benzyl alcohol,OCc1ccccc1,Prediction,288.2,,0.02375,108.1,2722.6,-17,8,0.69053708,8.537593,0,-4.10944265,0.330488,31.402936,8,0,0,5,1,1,0
Aromatics (Oxygenates),benzyl alcohol,OCc1ccccc1,Prediction,313.2,,0.00871,108.1,2722.6,-17,8,0.69053708,8.537593,0,-4.10944265,0.330488,31.402936,8,0,0,5,1,1,0
Aromatics (Oxygenates),benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1,Test,278.1,0.01928,0.01693,212.2,1580.5,-15.8,17,0.6232493,0,0,-7.60088189,0.358348,36.258596,12,0,0,10,2,0,1
Aromatics (Oxygenates),benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1,Training,288.1,0.01212,0.01172,212.2,1580.5,-15.8,17,0.6232493,0,0,-7.60088189,0.358348,36.258596,12,0,0,10,2,0,1
Aromatics (Oxygenates),benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1,Training,298.1,0.00842,0.00851,212.2,1580.5,-15.8,17,0.6232493,0,0,-7.60088189,0.358348,36.258596,12,0,0,10,2,0,1
Aromatics (Oxygenates),benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1,Test,313.1,0.00524,0.00564,212.2,1580.5,-15.8,17,0.6232493,0,0,-7.60088189,0.358348,36.258596,12,0,0,10,2,0,1
Aromatics (Oxygenates),benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1,Validation,333.1,0.00326,0.00357,212.2,1580.5,-15.8,17,0.6232493,0,0,-7.60088189,0.358348,36.258596,12,0,0,10,2,0,1
Aromatics (Oxygenates),benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1,Test,353.1,0.00225,0.00248,212.2,1580.5,-15.8,17,0.6232493,0,0,-7.60088189,0.358348,36.258596,12,0,0,10,2,0,1
